species_id,species_group,species_code,species_name,species_sensitive,species_np,species_type,species_size_min,species_size_max,species_unit,species_category,species_data_quality,species_population,species_conservation,species_isolation,species_global,site_code,year,id_reporte,species_id_type,species_id_unit
10888,B,A091,Aquila chrysaetos,,,p,8.0,8.0,p,,G,C,B,C,B,ES0000014,2023,135,201,34.0
10896,B,A028,Ardea cinerea,,,w,10.0,10.0,i,,G,C,B,C,B,ES0000258,2023,135,63,36.0
10678,B,A149,Calidris alpina,,,c,,,,C,DD,C,B,C,B,ES0000144,2023,135,202,
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,B,C,B,ES0000136,2023,135,62,
10738,B,A230,Merops apiaster,,,r,101.0,250.0,i,,M,C,C,C,C,ES0000368,2023,135,62,36.0
10930,B,A399,Elanus caeruleus,,,c,,,,V,DD,D,,,,ES0000201,2023,135,202,
10888,B,A091,Aquila chrysaetos,,,p,5.0,5.0,p,C,G,C,B,C,B,ES0000192,2023,135,201,34.0
10664,B,A138,Charadrius alexandrinus,,,pd,,,,,,,,,,ES0000310,2023,135,204,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,22.0,635.0,i,P,G,C,C,C,B,ES6180017,2023,135,63,36.0
10896,B,A028,Ardea cinerea,,,w,,,,P,DD,C,B,C,B,ES0000436,2023,135,63,
10888,B,A091,Aquila chrysaetos,,,p,3.0,3.0,p,C,G,C,B,C,C,ES0000186,2023,135,201,34.0
10786,B,A125,Fulica atra,,,r,101.0,250.0,i,,M,C,B,C,B,ES0000333,2023,135,62,36.0
10664,B,A138,Charadrius alexandrinus,,,w,9.0,67.0,i,,G,C,C,C,C,ES0000484,2023,135,63,36.0
10766,B,A298,Acrocephalus arundinaceus,,,c,,,,R,DD,C,B,C,B,ES0000144,2023,135,202,
10741,B,A140,Pluvialis apricaria,,,c,,,,R,,D,,,,ES0000451,2023,135,202,
10786,B,A125,Fulica atra,,,w,137.0,1031.0,i,,G,D,,,,ES0000471,2023,135,63,36.0
10917,B,A215,Bubo bubo,,,p,,,,P,DD,C,,C,,ES5140003,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,C,C,C,B,ES0000004,2023,135,62,
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES0000203,2023,135,62,
10887,B,A123,Gallinula chloropus,,,p,,,,R,DD,C,B,C,C,ES0000362,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,V,DD,D,,,,ES4130022,2023,135,62,
10759,B,A684,Phalacrocorax aristotelis aristotelis,,,p,81.0,81.0,p,,G,B,B,C,B,ES0000176,2023,135,201,34.0
10664,B,A138,Charadrius alexandrinus,,,r,14.0,145.0,p,,G,C,C,C,C,ES0000484,2023,135,62,34.0
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,C,ES0000186,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,6.0,6.0,p,,G,C,B,C,B,ES0000453,2023,135,201,34.0
10733,B,A335,Certhia brachydactyla,,,p,,,,P,DD,C,B,C,B,ES0000298,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,,,,R,DD,C,B,C,B,ES0000247,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,,D,,,,ES0000484,2023,135,62,
10734,B,A243,Calandrella brachydactyla,,,c,,,,C,DD,C,B,C,B,ES0000081,2023,135,202,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,,,,P,DD,C,B,B,B,ES0000252,2023,135,202,
10734,B,A243,Calandrella brachydactyla,,1.0,r,,,,,,,,,,ES0000476,2023,135,62,
10896,B,A028,Ardea cinerea,,,w,,,,C,DD,C,B,C,C,ES0000243,2023,135,63,
10738,B,A230,Merops apiaster,,,c,,,,P,DD,C,B,C,B,ES0000181,2023,135,202,
10786,B,A125,Fulica atra,,,w,8.0,70.0,i,P,G,C,C,C,B,ES0000274,2023,135,63,36.0
10944,B,A255,Anthus campestris,,,r,25.0,25.0,p,,M,C,C,C,C,ES0000355,2023,135,62,34.0
10917,B,A215,Bubo bubo,,,p,,,,P,DD,C,B,C,B,ES0000212,2023,135,201,
10917,B,A215,Bubo bubo,,,p,,,,C,DD,C,B,C,C,ES0000203,2023,135,201,
10887,B,A123,Gallinula chloropus,,,p,,,,C,DD,C,B,C,C,ES0000216,2023,135,201,
10794,B,A229,Alcedo atthis,,,p,,,,V,DD,D,,,,ES0000215,2023,135,201,
10794,B,A229,Alcedo atthis,,,p,1.0,1.0,i,,G,C,C,C,C,ES0000409,2023,135,201,36.0
10733,B,A335,Certhia brachydactyla,,,np,,,,R,,,,,,ES0000368,2023,135,203,
10937,B,A242,Melanocorypha calandra,,,p,,,,C,DD,C,C,C,B,ES0000365,2023,135,201,
10739,B,A072,Pernis apivorus,,,r,,,,C,DD,C,B,C,B,ES4190009,2023,135,62,
10801,B,A132,Recurvirostra avosetta,,,w,6.0,10.0,i,,M,C,C,C,C,ES0000014,2023,135,63,36.0
10896,B,A028,Ardea cinerea,,,w,48.0,98.0,i,P,G,C,C,C,C,ES0000272,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,2.0,2.0,p,,G,C,C,C,C,ES0000417,2023,135,62,34.0
10739,B,A072,Pernis apivorus,,,r,,,,P,DD,C,A,C,A,ES0000277,2023,135,62,
10896,B,A028,Ardea cinerea,,,c,160.0,300.0,i,C,M,C,B,C,B,ES0000144,2023,135,202,36.0
10894,B,A264,Cinclus cinclus,,,p,,,,P,DD,C,C,C,C,ES0000297,2023,135,201,
10944,B,A255,Anthus campestris,,,r,,,,R,DD,C,B,B,B,ES0000390,2023,135,62,
10750,B,A246,Lullula arborea,,,p,,,,P,,D,,,,ES0000465,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,2.0,2.0,p,,G,C,A,C,B,ES0000277,2023,135,201,34.0
10745,B,A118,Rallus aquaticus,,,w,,,,C,DD,C,A,C,A,ES0000294,2023,135,63,
10745,B,A118,Rallus aquaticus,,,p,,,,P,DD,C,C,C,C,ES0000539,2023,135,201,
10701,B,A043,Anser anser,,,c,,,,R,,D,,,,ES0000451,2023,135,202,
10662,B,A205,Pterocles alchata,,,p,25.0,30.0,p,,P,B,B,C,B,ES0000390,2023,135,201,34.0
10888,B,A091,Aquila chrysaetos,,,p,3.0,3.0,p,,G,C,B,C,B,ES0000309,2023,135,201,34.0
10794,B,A229,Alcedo atthis,,,p,,,,P,,D,,,,ES0000472,2023,135,201,
10741,B,A140,Pluvialis apricaria,,,w,,,,P,DD,D,,,,ES0000399,2023,135,63,
10739,B,A072,Pernis apivorus,,,c,,,,V,DD,D,,,,ES0000247,2023,135,202,
10917,B,A215,Bubo bubo,,,p,,,i,P,DD,C,B,C,B,ES0000309,2023,135,201,36.0
10678,B,A149,Calidris alpina,,,w,,8.0,i,R,G,C,B,C,C,ES0000359,2023,135,63,36.0
10662,B,A205,Pterocles alchata,,,p,,,i,P,DD,C,B,C,B,ES0000539,2023,135,201,36.0
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES4170013,2023,135,62,
10917,B,A215,Bubo bubo,,,p,,,,P,DD,C,B,C,B,ES0000282,2023,135,201,
10745,B,A118,Rallus aquaticus,,,p,,,,C,DD,C,B,C,C,ES4140036,2023,135,201,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,2.0,5.0,p,,G,C,C,C,C,ES0000433,2023,135,62,34.0
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,,D,,,,ES0000455,2023,135,62,
10738,B,A230,Merops apiaster,,,r,,,,C,DD,D,,,,ES0000272,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,251.0,500.0,i,,G,C,B,C,C,ES0000410,2023,135,202,36.0
10750,B,A246,Lullula arborea,,,p,,,i,P,DD,C,B,C,B,ES0000292,2023,135,201,36.0
10896,B,A028,Ardea cinerea,,,r,30.0,30.0,p,,G,C,B,C,B,ES0000324,2023,135,62,34.0
10922,B,A087,Buteo buteo,,,p,,,,C,DD,C,B,C,C,ES4160048,2023,135,201,
10896,B,A028,Ardea cinerea,,,w,10.0,22.0,i,,G,D,,,,ES0000467,2023,135,63,36.0
10917,B,A215,Bubo bubo,,,p,,,,P,DD,D,,,,ES0000482,2023,135,201,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,1.0,1.0,p,R,G,C,B,B,C,ES0000357,2023,135,62,34.0
10745,B,A118,Rallus aquaticus,,,p,,,,C,DD,C,B,C,C,ES0000004,2023,135,201,
10741,B,A140,Pluvialis apricaria,,,w,200.0,200.0,i,,M,C,C,C,C,ES0000418,2023,135,63,36.0
10664,B,A138,Charadrius alexandrinus,,,c,,,,R,DD,C,C,C,C,ES0000004,2023,135,202,
10888,B,A091,Aquila chrysaetos,,,p,6.0,11.0,p,,G,C,A,C,A,ES0000367,2023,135,201,34.0
10745,B,A118,Rallus aquaticus,,,p,251.0,500.0,i,,G,D,,,,ES0000038,2023,135,201,36.0
10786,B,A125,Fulica atra,,,r,1.0,8.0,p,,G,C,B,C,B,ES0000265,2023,135,62,34.0
10766,B,A298,Acrocephalus arundinaceus,,,c,,,,C,DD,C,A,C,A,ES0000294,2023,135,202,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,6.0,6.0,p,C,G,C,B,C,C,ES0000201,2023,135,62,34.0
10801,B,A132,Recurvirostra avosetta,,,c,,,,V,DD,D,,,,ES0000398,2023,135,202,
10922,B,A087,Buteo buteo,,,np,,,,P,,,,,,ES0000328,2023,135,203,
10664,B,A138,Charadrius alexandrinus,,,pd,,,,,,,,,,ES0000109,2023,135,204,
10937,B,A242,Melanocorypha calandra,,,p,,,,C,DD,C,B,C,B,ES0000158,2023,135,201,
10733,B,A335,Certhia brachydactyla,,,p,,,,P,DD,C,B,C,B,ES0000303,2023,135,201,
10917,B,A215,Bubo bubo,,,p,2.0,2.0,p,P,P,D,,,,ES6180017,2023,135,201,34.0
10930,B,A399,Elanus caeruleus,,,c,,,,V,DD,D,,,,ES4150006,2023,135,202,
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,B,C,C,ES4150087,2023,135,62,
10937,B,A242,Melanocorypha calandra,,,p,1398.0,2519.0,p,,G,C,A,C,A,ES0000017,2023,135,201,34.0
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,C,ES4170013,2023,135,201,
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES0000206,2023,135,62,
10930,B,A399,Elanus caeruleus,,,w,,,,R,DD,C,B,C,B,ES0000167,2023,135,63,
10896,B,A028,Ardea cinerea,,,w,,15.0,i,P,G,D,C,C,C,ES6180017,2023,135,63,36.0
10763,B,A160,Numenius arquata,,,c,50.0,,i,,M,C,A,C,A,ES0000086,2023,135,202,36.0
10745,B,A118,Rallus aquaticus,,,p,,,,R,DD,C,B,C,C,ES0000136,2023,135,201,
10766,B,A298,Acrocephalus arundinaceus,,,r,1.0,,p,,M,C,B,C,B,ES0000375,2023,135,62,34.0
10896,B,A028,Ardea cinerea,,,r,18.0,44.0,p,P,G,C,B,C,B,ES0000273,2023,135,62,34.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,3.0,5.0,p,,P,C,B,C,B,ES0000550,2023,135,62,34.0
10786,B,A125,Fulica atra,,,c,487.0,487.0,i,,G,C,B,C,B,ES0000327,2023,135,202,36.0
10649,B,A144,Calidris alba,,,c,,,,P,DD,C,B,C,B,ES0000143,2023,135,202,
10733,B,A335,Certhia brachydactyla,,,p,232.0,279.0,p,,M,C,,C,,ES0000476,2023,135,201,34.0
10739,B,A072,Pernis apivorus,,,c,,,,P,DD,D,,,,ES0000305,2023,135,202,
10888,B,A091,Aquila chrysaetos,,,c,,,,R,DD,D,,,,ES0000139,2023,135,202,
10763,B,A160,Numenius arquata,,,w,,11.0,i,R,G,C,B,C,C,ES0000191,2023,135,63,36.0
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,C,ES0000201,2023,135,201,
10944,B,A255,Anthus campestris,,,r,,,,R,DD,C,C,C,C,ES0000361,2023,135,62,
10750,B,A246,Lullula arborea,,,p,,,,P,DD,C,B,C,B,ES0000436,2023,135,201,
10664,B,A138,Charadrius alexandrinus,,,c,,,,P,DD,D,,,,ES0000536,2023,135,202,
10801,B,A132,Recurvirostra avosetta,,,r,,35.0,p,P,G,C,C,C,C,ES6180017,2023,135,62,34.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,1001.0,10000.0,i,,M,C,C,C,C,ES0000355,2023,135,62,36.0
10745,B,A118,Rallus aquaticus,,,p,,,,P,DD,D,,,,ES0000300,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,V,DD,D,,,,ES0000007,2023,135,62,
10739,B,A072,Pernis apivorus,,,c,,,i,P,DD,C,B,C,B,ES0000284,2023,135,202,36.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,c,,,,P,DD,C,B,C,B,ES0000536,2023,135,202,
10917,B,A215,Bubo bubo,,,p,65.0,70.0,p,,G,B,B,C,B,ES0000269,2023,135,201,34.0
10937,B,A242,Melanocorypha calandra,,,p,,,,C,DD,C,,B,,ES0000477,2023,135,201,
10937,B,A242,Melanocorypha calandra,,,p,,,,C,DD,C,,B,,ES0000479,2023,135,201,
10738,B,A230,Merops apiaster,,,c,,,,P,DD,C,B,C,B,ES0000260,2023,135,202,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,3.0,3.0,p,R,G,C,B,C,C,ES0000192,2023,135,62,34.0
10741,B,A140,Pluvialis apricaria,,,p,,,,P,DD,D,,,,ES0000273,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,R,G,C,B,C,C,ES0000218,2023,135,201,34.0
10733,B,A335,Certhia brachydactyla,,,p,,,,P,DD,C,B,C,B,ES0000277,2023,135,201,
10701,B,A043,Anser anser,,,w,,,,V,DD,D,,,,ES0000418,2023,135,63,
10733,B,A335,Certhia brachydactyla,,,p,99.0,119.0,p,,M,C,,C,,ES0000322,2023,135,201,34.0
10664,B,A138,Charadrius alexandrinus,,,pd,,,,,,,,,,ES0000099,2023,135,204,
10896,B,A028,Ardea cinerea,,,r,6.0,10.0,p,,G,C,C,C,C,ES0000328,2023,135,62,34.0
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,R,DD,C,B,C,C,ES0000365,2023,135,62,
10701,B,A043,Anser anser,,,w,8.0,100.0,i,,G,C,B,C,B,ES0000017,2023,135,63,36.0
10739,B,A072,Pernis apivorus,,,c,,,,P,DD,D,,,,ES0000436,2023,135,202,
10662,B,A205,Pterocles alchata,,,w,36.0,36.0,i,,P,C,B,C,B,ES0000158,2023,135,63,36.0
10701,B,A043,Anser anser,,,c,,,,R,DD,D,,,,ES0000138,2023,135,202,
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,P,G,D,B,C,B,ES6130017,2023,135,201,34.0
10741,B,A140,Pluvialis apricaria,,,w,,,,P,DD,D,,,,ES0000138,2023,135,63,
10738,B,A230,Merops apiaster,,,r,,,,R,DD,C,B,C,C,ES4140036,2023,135,62,
10794,B,A229,Alcedo atthis,,,p,,,,P,,D,,,,ES0000451,2023,135,201,
10741,B,A140,Pluvialis apricaria,,,c,,,,C,DD,C,B,C,C,ES0000184,2023,135,202,
10741,B,A140,Pluvialis apricaria,,,c,,,i,P,DD,D,,,,ES0000290,2023,135,202,36.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,P,DD,C,A,C,A,ES0000282,2023,135,62,
10664,B,A138,Charadrius alexandrinus,,,w,2.0,12.0,i,,G,D,,,,ES0000450,2023,135,63,36.0
10888,B,A091,Aquila chrysaetos,,,p,,,,P,DD,C,B,C,B,ES0000263,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,C,C,C,B,ES0000206,2023,135,62,
10944,B,A255,Anthus campestris,,,c,4.0,5.0,grids10x10,,DD,D,,,,ES0000057,2023,135,202,47.0
10664,B,A138,Charadrius alexandrinus,,,w,20.0,,i,,M,C,A,C,A,ES0000176,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,,,,P,DD,D,,,,ES0000136,2023,135,202,
10786,B,A125,Fulica atra,,,r,5.0,21.0,i,,G,C,C,C,C,ES0000410,2023,135,62,36.0
10888,B,A091,Aquila chrysaetos,,,c,1.0,,i,,P,C,B,C,B,ES0000158,2023,135,202,36.0
10801,B,A132,Recurvirostra avosetta,,,w,,,,P,DD,D,,,,ES0000333,2023,135,63,
10739,B,A072,Pernis apivorus,,,c,,,,V,DD,D,,,,ES0000219,2023,135,202,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,29.0,29.0,p,,G,C,C,C,C,ES0000427,2023,135,62,34.0
10801,B,A132,Recurvirostra avosetta,,,r,,2.0,p,P,M,C,B,C,B,ES0000274,2023,135,62,34.0
10917,B,A215,Bubo bubo,,,p,,,i,P,DD,C,B,C,C,ES0000286,2023,135,201,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,3.0,12.0,i,,G,C,C,C,C,ES0000329,2023,135,63,36.0
10794,B,A229,Alcedo atthis,,,p,,,,P,DD,C,B,C,B,ES0000273,2023,135,201,
10786,B,A125,Fulica atra,,,w,100.0,500.0,i,,G,C,C,C,C,ES0000327,2023,135,63,36.0
10794,B,A229,Alcedo atthis,,,p,,,,P,,D,,,,ES0000474,2023,135,201,
10738,B,A230,Merops apiaster,,,r,,,,P,DD,C,B,C,B,ES0000265,2023,135,62,
10937,B,A242,Melanocorypha calandra,,,p,,,i,C,DD,C,B,C,B,ES0000300,2023,135,201,36.0
10801,B,A132,Recurvirostra avosetta,,,c,,,i,P,DD,D,,,,ES0000289,2023,135,202,36.0
10930,B,A399,Elanus caeruleus,,,r,1.0,1.0,p,,G,C,,A,,ES0000476,2023,135,62,34.0
10794,B,A229,Alcedo atthis,,,p,,,,P,DD,C,B,C,B,ES0000262,2023,135,201,
10786,B,A125,Fulica atra,,,p,,,,C,DD,C,B,C,C,ES0000215,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,C,C,C,C,ES0000190,2023,135,62,
10917,B,A215,Bubo bubo,,,p,1.0,1.0,p,,P,C,C,C,C,ES0000399,2023,135,201,34.0
10741,B,A140,Pluvialis apricaria,,,w,250.0,500.0,i,,M,C,B,C,B,ES0000333,2023,135,63,36.0
10937,B,A242,Melanocorypha calandra,,,p,10000.0,15000.0,i,,G,C,B,C,B,ES0000071,2023,135,201,36.0
10794,B,A229,Alcedo atthis,,,p,,,,P,,D,,,,ES0000486,2023,135,201,
10794,B,A229,Alcedo atthis,,,c,,,i,P,DD,C,C,C,C,ES0000300,2023,135,202,36.0
10750,B,A246,Lullula arborea,,,p,1727.0,2020.0,p,,M,C,,C,,ES0000476,2023,135,201,34.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,C,ES0000184,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,57.0,57.0,p,,G,C,C,C,C,ES0000408,2023,135,62,34.0
10917,B,A215,Bubo bubo,,,p,10.0,10.0,p,,P,C,B,C,A,ES0000291,2023,135,201,34.0
10944,B,A255,Anthus campestris,,,c,,,,R,DD,D,,,,ES0000367,2023,135,202,
10794,B,A229,Alcedo atthis,,,w,1.0,5.0,i,,M,C,B,C,B,ES0000294,2023,135,63,36.0
10734,B,A243,Calandrella brachydactyla,,1.0,r,,,,,,,,,,ES0000479,2023,135,62,
10922,B,A087,Buteo buteo,,,p,,,,R,DD,C,B,C,C,ES0000365,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,R,DD,C,C,C,C,ES0000186,2023,135,62,
10794,B,A229,Alcedo atthis,,,p,11.0,50.0,p,,M,C,C,C,C,ES0000393,2023,135,201,34.0
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,C,DD,C,A,C,A,ES0000296,2023,135,62,
10678,B,A149,Calidris alpina,,,c,,,,P,DD,C,B,C,B,ES0000290,2023,135,202,
10801,B,A132,Recurvirostra avosetta,,,r,,2.0,p,,G,D,,,,ES0000451,2023,135,62,34.0
10745,B,A118,Rallus aquaticus,,,r,,,,P,,D,,,,ES0000486,2023,135,62,
10699,B,A057,Marmaronetta angustirostris,,,r,,1.0,p,,G,D,C,C,C,ES0000450,2023,135,62,34.0
10917,B,A215,Bubo bubo,,,p,,,,R,DD,C,B,C,C,ES0000189,2023,135,201,
10794,B,A229,Alcedo atthis,,,p,,,,R,DD,C,C,C,C,ES0000142,2023,135,201,
10738,B,A230,Merops apiaster,,,r,101.0,250.0,i,,M,C,C,C,C,ES0000408,2023,135,62,36.0
10917,B,A215,Bubo bubo,,,p,,,,P,DD,C,B,C,B,ES0000263,2023,135,201,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,14.0,18.0,grids10x10,,M,C,B,C,B,ES0000056,2023,135,62,47.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,P,DD,C,A,C,A,ES0000280,2023,135,62,
10738,B,A230,Merops apiaster,,,r,,,,R,DD,C,B,C,C,ES4190009,2023,135,62,
10794,B,A229,Alcedo atthis,,,p,,,,P,DD,D,,,,ES0000119,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,,D,,,,ES0000485,2023,135,62,
10896,B,A028,Ardea cinerea,,,c,,,,C,DD,C,A,C,A,ES0000296,2023,135,202,
10917,B,A215,Bubo bubo,,,p,2.0,2.0,p,,G,C,A,C,B,ES0000199,2023,135,201,34.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,1.0,1.0,p,R,G,C,B,C,C,ES4110086,2023,135,62,34.0
10750,B,A246,Lullula arborea,,,p,,,i,P,DD,C,B,C,B,ES0000304,2023,135,201,36.0
10888,B,A091,Aquila chrysaetos,,,c,,,,R,DD,C,B,C,B,ES0000376,2023,135,202,
10733,B,A335,Certhia brachydactyla,,,p,,,,P,DD,C,B,C,C,ES0000257,2023,135,201,
10944,B,A255,Anthus campestris,,,r,,,,P,DD,C,B,C,C,ES0000252,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,3.0,3.0,p,R,G,C,B,C,C,ES4120031,2023,135,62,34.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,1001.0,10000.0,i,,M,C,C,C,C,ES0000335,2023,135,62,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,,,,P,DD,C,B,C,B,ES0000243,2023,135,202,
10741,B,A140,Pluvialis apricaria,,,w,,,,V,DD,C,B,C,C,ES0000201,2023,135,63,
10888,B,A091,Aquila chrysaetos,,,p,4.0,4.0,p,,G,C,C,C,C,ES0000415,2023,135,201,34.0
10801,B,A132,Recurvirostra avosetta,,,w,,93.0,i,P,M,C,B,C,B,ES0000274,2023,135,63,36.0
10801,B,A132,Recurvirostra avosetta,,,c,,,,V,DD,D,,,,ES0000190,2023,135,202,
10888,B,A091,Aquila chrysaetos,,,p,2.0,2.0,p,C,G,C,A,B,A,ES0000248,2023,135,201,34.0
10701,B,A043,Anser anser,,,c,251.0,100.0,i,R,G,C,C,C,C,ES0000143,2023,135,202,36.0
10678,B,A149,Calidris alpina,,,c,10000.0,,i,P,M,B,B,C,B,ES0000143,2023,135,202,36.0
11002,I,1083,Lucanus cervus,,,p,,,,P,DD,D,,,,ES0000125,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,,D,,,,ES0000474,2023,135,62,
10937,B,A242,Melanocorypha calandra,,,p,,,,C,DD,C,C,C,B,ES0000209,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,2.0,2.0,p,,G,C,B,C,B,ES0000180,2023,135,201,34.0
10888,B,A091,Aquila chrysaetos,,,p,6.0,6.0,p,,G,D,,,,ES0000465,2023,135,201,34.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,A,C,A,ES0000295,2023,135,62,
10794,B,A229,Alcedo atthis,,,p,,,,P,DD,C,B,C,B,ES0000243,2023,135,201,
10917,B,A215,Bubo bubo,,,p,,,,P,DD,C,B,C,B,ES0000374,2023,135,201,
10922,B,A087,Buteo buteo,,,p,,,,R,DD,C,B,C,C,ES0000203,2023,135,201,
10896,B,A028,Ardea cinerea,,,c,11.0,50.0,i,,G,C,C,C,C,ES0000410,2023,135,202,36.0
10794,B,A229,Alcedo atthis,,,p,,,,R,,D,,,,ES0000471,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,,D,,,,ES0000452,2023,135,62,
10745,B,A118,Rallus aquaticus,,,p,2.0,5.0,i,,M,C,A,C,A,ES0000017,2023,135,201,36.0
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,B,C,C,ES4160048,2023,135,62,
10739,B,A072,Pernis apivorus,,,c,,,i,P,DD,C,A,C,A,ES0000282,2023,135,202,36.0
10738,B,A230,Merops apiaster,,,r,51.0,100.0,i,,M,C,C,C,C,ES0000326,2023,135,62,36.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,C,ES4160008,2023,135,62,
10763,B,A160,Numenius arquata,,,c,1.0,5.0,i,,G,C,B,C,C,ES0000329,2023,135,202,36.0
10664,B,A138,Charadrius alexandrinus,,,pd,,,,,,,,,,ES0000042,2023,135,204,
10750,B,A246,Lullula arborea,,,p,,,,R,DD,D,,,,ES0000332,2023,135,201,
10801,B,A132,Recurvirostra avosetta,,,w,,52.0,i,P,G,C,B,C,B,ES0000273,2023,135,63,36.0
10801,B,A132,Recurvirostra avosetta,,,c,1.0,7.0,i,,G,C,C,C,C,ES0000400,2023,135,202,36.0
10678,B,A149,Calidris alpina,,,c,,,,C,DD,C,B,C,C,ES0000359,2023,135,202,
10922,B,A087,Buteo buteo,,,c,,,,C,DD,D,,,,ES0000244,2023,135,202,
10786,B,A125,Fulica atra,,,np,,,,C,,,,,,ES0000368,2023,135,203,
10937,B,A242,Melanocorypha calandra,,,p,,,,C,DD,C,B,C,B,ES0000167,2023,135,201,
10930,B,A399,Elanus caeruleus,,,r,5.0,,p,P,G,D,B,C,C,ES6180017,2023,135,62,34.0
10662,B,A205,Pterocles alchata,,,p,,,,C,DD,C,A,C,A,ES0000183,2023,135,201,
