taxonid,name,taxonrank,origen,taxonomicgroup,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,nametype
11195,"Cervus elaphus Linnaeus, 1758",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,,elaphus,,Aceptado/válido
11196,"Nebrioporus elegans Panzer, 1794",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Nebrioporus,,elegans,,Aceptado/válido
11198,"Falco eleonorae Géné, 1839",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,,eleonorae,,Aceptado/válido
11199,"Brychius elevatus (Panzer, 1794)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Brychius,,elevatus,,Aceptado/válido
11201,Racomitrium ellipticum (Turner) Bruch & Schimp.,Species,Especie nativa,Plantas no vasculares,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Racomitrium,,ellipticum,,Aceptado/válido
11202,Campyliadelphus elodes (Lindb.) Kanda,Species,Especie nativa,Plantas no vasculares,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campyliadelphus,,elodes,,Aceptado/válido
11204,"Hydraena emarginata Rey, 1885",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Hydraenidae,Hydraena,Hydraena,emarginata,,Aceptado/válido
11205,"Canariola emarginata Newman, 1964",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Canariola,,emarginata,,Aceptado/válido
11206,"Myotis emarginatus (E. Geoffroy, 1806)",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,,emarginatus,,Aceptado/válido
11207,"Amblyopone emeryi (Saunders, 1890)",Species,,Invertebrados,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Amblyopone,,emeryi,,Aceptado/válido
11209,"Stictonectes epipleuricus (Seidlitz, 1887)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Stictonectes,,epipleuricus,,Aceptado/válido
11211,"Upupa epops Linnaeus, 1758",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa,,epops,,Aceptado/válido
11212,"Deroceras ercinae de Winter, 1985",Species,Especie nativa,Invertebrados,Animalia,Mollusca,Gastropoda,Stylommatophora,Agriolimacidae,Deroceras,Deroceras,ercinae,,Aceptado/válido
11213,"Osmoderma eremita (Scopoli, 1763)",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Osmoderma,,eremita,,Aceptado/válido
11214,"Mustela erminea Linnaeus, 1758",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,erminea,,Aceptado/válido
11215,"Purpuraria erna Enderlein, 1929",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Orthoptera,Pamphagidae,Purpuraria,,erna,,Aceptado/válido
11216,"Dryops ernesti Gozis, 1886",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Dryopidae,Dryops,,ernesti,,Aceptado/válido
36828,Didymodon erosus J.A. Jiménez & J. Guerra,Species,Especie nativa,Plantas no vasculares,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Didymodon,,erosus,,Sinónimo
11219,"Tringa erythropus (Pallas, 1764)",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,,erythropus,,Aceptado/válido
11220,"Acanthodactylus erythrurus (Schinz, 1833)",Species,Especie nativa,Reptiles,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Acanthodactylus,,erythrurus,,Aceptado/válido
11221,"Napaeus esbeltus Ibáñez y Alonso, 1995",Species,Especie nativa,Invertebrados,Animalia,Mollusca,Gastropoda,Stylommatophora,Enidae,Napaeus,,esbeltus,,Aceptado/válido
11222,"Stictonectes escheri Aubé, 1838",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Stictonectes,,escheri,,Aceptado/válido
11223,"Suncus etruscus (Savi, 1822)",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Suncus,,etruscus,,Aceptado/válido
11224,"Acrostira euphorbiae García & Oromí, 1992",Species,Especie nativa,Invertebrados,Animalia,Arthropoda,Insecta,Orthoptera,Pamphagidae,Acrostira,,euphorbiae,,Aceptado/válido
11225,"Talpa europaea Linnaeus, 1758",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,,europaea,,Aceptado/válido
11226,"Sitta europaea Linnaeus, 1758",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,,europaea,,Aceptado/válido
11227,"Erinaceus europaeus Linnaeus, 1758",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,,europaeus,,Aceptado/válido
11228,"Lepus europaeus Pallas, 1778",Species,Especie nativa,Mamíferos,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,,europaeus,,Aceptado/válido
11229,"Caprimulgus europaeus Linnaeus, 1758",Species,Especie nativa,Aves,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,,europaeus,,Aceptado/válido
